/vi_166/vi_f0_48_cfce68ff.jpg,0.376738
/pe-li_151/pe-li_f0_56_47171ffe.jpg,0.377343
/al-co-de_430/al-co-de_f0_326_3b563334.jpg,0.405806
/ne-ne_86/ne-ne_f0_78_b6cf008d.jpg,0.414895
/sa_349/sa_f6_83_a7e104cf.jpg,0.434434
/ti-bi_73/ti-bi_f0_57_a0015024.jpg,0.449038
/pe-li_151/pe-li_f0_73_1a890bb0.jpg,0.463032
/po_127/po_f0_58_e3946fe3.jpg,0.465731
/li-pl_491/li-pl_f0_143_f0e0ab54.jpg,0.477149
/al-co-de_430/al-co-de_f3_221_1bc0afd6.jpg,0.477931
/vi_166/vi_f0_21_b08daf24.jpg,0.478895
/ca-cu_80/ca-cu_f0_49_e69165b3.jpg,0.493908
/ac-ni_92/ac-ni_f6_46_06cb32ae.jpg,0.495908
/vi_166/vi_f5_49_6a661ac6.jpg,0.495925
/eh-da-sy_127/eh-da-sy_f3_52_59f581bc.jpg,0.498555
/nede_69/nede_f1_3_79c05b80.jpg,0.499956
/sa_349/sa_f0_75_0e7be762.jpg,0.500241
/pe-li_151/pe-li_f0_51_4892fc7c.jpg,0.502272
/al-co-de_430/al-co-de_f2_98_c8708d41.jpg,0.506965
/al-co-de_430/al-co-de_f2_212_31e31e68.jpg,0.507258
/ne-de_361/ne-de_f0_118_2ea034fc.jpg,0.510391
/vi_166/vi_f5_3_05938480.jpg,0.51239
/ne-de_361/ne-de_f0_193_bccab73c.jpg,0.512702
/pe-li_151/pe-li_f0_68_f6597c69.jpg,0.516428
/scab_339/scab_f0_23_36f988ad.jpg,0.518441
/ke-pi_78/ke-pi_f3_21_4069cb79.jpg,0.518492
/vi_166/vi_f0_40_8f9bbca8.jpg,0.520771
/ke_156/ke_f4_120_315ed43d.jpg,0.52092
/scab_339/scab_f0_58_3942fba0.jpg,0.521433
/nede_69/nede_f3_2_7f4f73f6.jpg,0.522839
/ac-ni_92/ac-ni_f6_14_d9983861.jpg,0.525591
/da-di_153/da-di_f2_74_0d9be096.jpg,0.526246
/al-co-de_430/al-co-de_f2_258_b920dcbc.jpg,0.530111
/pe-li_151/pe-li_f0_99_10134f12.jpg,0.530203
/la-ce-hi_60/la-ce-hi_f0_47_e69b88d3.jpg,0.531109
/po_127/po_f0_12_cbb874a1.jpg,0.534497
/tu_152/tu_f0_127_b35e4d33.jpg,0.53588
/vi_166/vi_f0_44_93716d2e.jpg,0.536208
/scab_339/scab_f2_122_87a4f891.jpg,0.536659
/al-co-de_430/al-co-de_f0_214_e4eaa82b.jpg,0.538501
/be-di_63/be-di_f0_41_24dc9668.jpg,0.539179
