filepath,filename,diag,fst,partition,md5hash,fitzpatrick,label,nine_partition_label,three_partition_label,qc,url,url_alphanum,orig_img_name,new_img_name
po-ac_183/po-ac_f3_146_5f15a814.jpg,po-ac_f3_146_5f15a814,po-ac,3,train,5f15a814cc5a6ca1db94f5f8c6a14832,3,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5909,httpwwwatlasdermatologicocombrimgimageId5909.jpg,5f15a814cc5a6ca1db94f5f8c6a14832.jpg,po-ac_f3_146_5f15a814.jpg
ac-vu_335/ac-vu_f1_157_502e9a66.jpg,ac-vu_f1_157_502e9a66,ac-vu,1,train,502e9a66b1972150ca560d043e174113,1,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris147.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris147jpg.jpg,502e9a66b1972150ca560d043e174113.jpg,ac-vu_f1_157_502e9a66.jpg
ac-vu_335/ac-vu_f5_90_d320e062.jpg,ac-vu_f5_90_d320e062,ac-vu,5,train,d320e0627e519f41c9adee8e081561c6,5,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris115.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris115jpg.jpg,d320e0627e519f41c9adee8e081561c6.jpg,ac-vu_f5_90_d320e062.jpg
sa_349/sa_f1_223_724e3cc3.jpg,sa_f1_223_724e3cc3,sa,1,train,724e3cc3bedc2e581b96cab5069bd26f,1,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/discoid_le/discoid_le56.jpg,httpwwwdermaamincomsiteimagesclinicalpicddiscoidlediscoidle56jpg.jpg,724e3cc3bedc2e581b96cab5069bd26f.jpg,sa_f1_223_724e3cc3.jpg
nede_69/nede_f1_47_5e8d5534.jpg,nede_f1_47_5e8d5534,nede,1,train,5e8d55349473835b7cd097a2579cec37,1,neurodermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/nummula-dermatitis/nummula-dermatitis18.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnummuladermatitisnummuladermatitis18jpg.jpg,5e8d55349473835b7cd097a2579cec37.jpg,nede_f1_47_5e8d5534.jpg
dr-in-pi-ch_71/dr-in-pi-ch_f4_19_f34d5b00.jpg,dr-in-pi-ch_f4_19_f34d5b00,dr-in-pi-ch,4,train,f34d5b00018eaf01c0fdd5f0299f7321,4,drug induced pigmentary changes,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/m/minocycline-pigmentation/minocycline-pigmentation6.jpg,httpwwwdermaamincomsiteimagesclinicalpicmminocyclinepigmentationminocyclinepigmentation6jpg.jpg,f34d5b00018eaf01c0fdd5f0299f7321.jpg,dr-in-pi-ch_f4_19_f34d5b00.jpg
demy_151/demy_f2_40_d289ff31.jpg,demy_f2_40_d289ff31,demy,2,train,d289ff31ab0985933873c568e2cfe385,2,dermatomyositis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis95.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatomyositisdermatomyositis95jpg.jpg,d289ff31ab0985933873c568e2cfe385.jpg,demy_f2_40_d289ff31.jpg
ac-ke_175/ac-ke_f2_138_3ff13fc1.jpg,ac-ke_f2_138_3ff13fc1,ac-ke,2,train,3ff13fc171d4913a78e61506a490aab2,2,actinic keratosis,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses36.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses36jpg.jpg,3ff13fc171d4913a78e61506a490aab2.jpg,ac-ke_f2_138_3ff13fc1.jpg
sa_349/sa_f3_264_8ea5128d.jpg,sa_f3_264_8ea5128d,sa,3,train,8ea5128df6f7f87d3d9b6df875dd019f,3,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis-of-the-skin-plaque-form/sarcoidosis-of-the-skin-plaque-form1.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosisoftheskinplaqueformsarcoidosisoftheskinplaqueform1jpg.jpg,8ea5128df6f7f87d3d9b6df875dd019f.jpg,sa_f3_264_8ea5128d.jpg
er-mu_236/er-mu_f1_148_96e84d9e.jpg,er-mu_f1_148_96e84d9e,er-mu,1,train,96e84d9e9c7859c07012aaf3e26fa866,1,erythema multiforme,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme51.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemamultiformeerythemamultiforme51jpg.jpg,96e84d9e9c7859c07012aaf3e26fa866.jpg,er-mu_f1_148_96e84d9e.jpg
pr-no_170/pr-no_f4_131_7c3b644e.jpg,pr-no_f4_131_7c3b644e,pr-no,4,train,7c3b644eb566121ed53b40d5ffed199a,4,prurigo nodularis,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=6121,httpwwwatlasdermatologicocombrimgimageId6121.jpg,7c3b644eb566121ed53b40d5ffed199a.jpg,pr-no_f4_131_7c3b644e.jpg
scde_309/scde_f1_117_ac2b6d62.jpg,scde_f1_117_ac2b6d62,scde,1,train,ac2b6d62fff45b639b8983e99df0d82e,1,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema11.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscleredemascleredema11jpg.jpg,ac2b6d62fff45b639b8983e99df0d82e.jpg,scde_f1_117_ac2b6d62.jpg
ps_653/ps_f6_442_b572a846.jpg,ps_f6_442_b572a846,ps,6,train,b572a8469608f5ee354739af08e20296,6,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis73.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispsoriasis73jpg.jpg,b572a8469608f5ee354739af08e20296.jpg,ps_f6_442_b572a846.jpg
ne-se-ja_95/ne-se-ja_f5_49_92fbc59d.jpg,ne-se-ja_f5_49_92fbc59d,ne-se-ja,5,train,92fbc59d8f01e9b17f1b2be5fdbcf097,5,nevus sebaceous of jadassohn,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn15.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevussebaceousofjadassohnnevussebaceousofjadassohn15jpg.jpg,92fbc59d8f01e9b17f1b2be5fdbcf097.jpg,ne-se-ja_f5_49_92fbc59d.jpg
scab_339/scab_f4_158_bf3e23f0.jpg,scab_f4_158_bf3e23f0,scab,4,train,bf3e23f00f156fa217cc6ca8393f8ae3,4,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies47.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscabiesscabies47jpg.jpg,bf3e23f00f156fa217cc6ca8393f8ae3.jpg,scab_f4_158_bf3e23f0.jpg
lu-su_111/lu-su_f2_65_463bcce2.jpg,lu-su_f2_65_463bcce2,lu-su,2,train,463bcce2db3736ed0efd2356ce62d7d6,2,lupus subacute,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lymphocytic-infiltration-of-the-skin-jessner-kanof/lymphocytic-infiltration-of-the-skin-jessner-kanof15.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlymphocyticinfiltrationoftheskinjessnerkanoflymphocyticinfiltrationoftheskinjessnerkanof15jpg.jpg,463bcce2db3736ed0efd2356ce62d7d6.jpg,lu-su_f2_65_463bcce2.jpg
gr-an_211/gr-an_f2_117_23c42663.jpg,gr-an_f2_117_23c42663,gr-an,2,train,23c42663275787e6c550e2257bdb5f83,2,granuloma annulare,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare145.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomaannularegranulomaannulare145jpg.jpg,23c42663275787e6c550e2257bdb5f83.jpg,gr-an_f2_117_23c42663.jpg
ep-bu_70/ep-bu_f2_47_2dae1092.jpg,ep-bu_f2_47_2dae1092,ep-bu,2,train,2dae1092e7d8fa90a0cbd80f6ff8704f,2,epidermolysis bullosa,genodermatoses,non-neoplastic,2 Characteristic,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex/epidermolysis_bullosa_simplex11.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosasimplexepidermolysisbullosasimplex11jpg.jpg,2dae1092e7d8fa90a0cbd80f6ff8704f.jpg,ep-bu_f2_47_2dae1092.jpg
ec_204/ec_f2_172_2e8d80b3.jpg,ec_f2_172_2e8d80b3,ec,2,train,2e8d80b36e871b1ff2b0b9ef8c8532f8,2,eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema18.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemaeczema18jpg.jpg,2e8d80b36e871b1ff2b0b9ef8c8532f8.jpg,ec_f2_172_2e8d80b3.jpg
pr-no_170/pr-no_f3_32_0a429544.jpg,pr-no_f3_32_0a429544,pr-no,3,train,0a4295449ffc040bc2b6bc29ed5f4d36,3,prurigo nodularis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis2.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprurigonodularisprurigonodularis2jpg.jpg,0a4295449ffc040bc2b6bc29ed5f4d36.jpg,pr-no_f3_32_0a429544.jpg
me_261/me_f1_61_a38c514b.jpg,me_f1_61_a38c514b,me,1,train,a38c514b6e09c788efe6438a5e76f864,1,melanoma,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma20.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrolentiginousmelanomaacrolentiginousmelanoma20jpg.jpg,a38c514b6e09c788efe6438a5e76f864.jpg,me_f1_61_a38c514b.jpg
so-cy-ba-ce-ca_66/so-cy-ba-ce-ca_f2_56_66a86469.jpg,so-cy-ba-ce-ca_f2_56_66a86469,so-cy-ba-ce-ca,2,train,66a864690bb29d8a87837a90809092d2,2,solid cystic basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/solid-cysticbasalcell-carcinoma/solid-cysticbasalcell-carcinoma62.jpg,httpwwwdermaamincomsiteimagesclinicalpicssolidcysticbasalcellcarcinomasolidcysticbasalcellcarcinoma62jpg.jpg,66a864690bb29d8a87837a90809092d2.jpg,so-cy-ba-ce-ca_f2_56_66a86469.jpg
ps_653/ps_f4_603_f27f2aff.jpg,ps_f4_603_f27f2aff,ps,4,train,f27f2aff07f470c5281c5f0beae28808,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6288,httpwwwatlasdermatologicocombrimgimageId6288.jpg,f27f2aff07f470c5281c5f0beae28808.jpg,ps_f4_603_f27f2aff.jpg
se-de_126/se-de_f4_95_541bb746.jpg,se-de_f4_95_541bb746,se-de,4,train,541bb746adf72ccf6adaca181781bb67,4,seborrheic dermatitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6709,httpwwwatlasdermatologicocombrimgimageId6709.jpg,541bb746adf72ccf6adaca181781bb67.jpg,se-de_f4_95_541bb746.jpg
li-pl_491/li-pl_f5_49_a30a568b.jpg,li-pl_f5_49_a30a568b,li-pl,5,train,a30a568b5d120d79be8a9f1b28e412ab,5,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus67.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanuslichenplanus67jpg.jpg,a30a568b5d120d79be8a9f1b28e412ab.jpg,li-pl_f5_49_a30a568b.jpg
sq-ce-ca_581/sq-ce-ca_f2_101_006e06ab.jpg,sq-ce-ca_f2_101_006e06ab,sq-ce-ca,2,train,006e06abaacec1e2ac15fe0050a89c22,2,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/c/carcinome_spinocellulaire/carcinome_spinocellulaire22.jpg,httpwwwdermaamincomsiteimagesclinicalpicccarcinomespinocellulairecarcinomespinocellulaire22jpg.jpg,006e06abaacec1e2ac15fe0050a89c22.jpg,sq-ce-ca_f2_101_006e06ab.jpg
nefi_189/nefi_f5_177_d9792a77.jpg,nefi_f5_177_d9792a77,nefi,5,train,d9792a7746b21ae454cc239421679149,5,neurofibromatosis,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4790,httpwwwatlasdermatologicocombrimgimageId4790.jpg,d9792a7746b21ae454cc239421679149.jpg,nefi_f5_177_d9792a77.jpg
al-co-de_430/al-co-de_f4_275_ea34dc72.jpg,al-co-de_f4_275_ea34dc72,al-co-de,4,train,ea34dc72c3af6639a8384c6772e732ca,4,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/b/bee_sting/bee_sting5.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbeestingbeesting5jpg.jpg,ea34dc72c3af6639a8384c6772e732ca.jpg,al-co-de_f4_275_ea34dc72.jpg
ac-vu_335/ac-vu_f1_69_15f72d09.jpg,ac-vu_f1_69_15f72d09,ac-vu,1,train,15f72d09beb3cc1d689b496aecac3120,1,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris41.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris41jpg.jpg,15f72d09beb3cc1d689b496aecac3120.jpg,ac-vu_f1_69_15f72d09.jpg
lu-su_111/lu-su_f1_12_97a85c05.jpg,lu-su_f1_12_97a85c05,lu-su,1,train,97a85c0546c40846079767248148e5c3,1,lupus subacute,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/systemic-lupus-erythematosus/systemic-lupus-erythematosus21.jpg,httpwwwdermaamincomsiteimagesclinicalpicssystemiclupuserythematosussystemiclupuserythematosus21jpg.jpg,97a85c0546c40846079767248148e5c3.jpg,lu-su_f1_12_97a85c05.jpg
my_67/my_f1_16_f0df972a.jpg,my_f1_16_f0df972a,my,1,train,f0df972af7222e836e6403106ac57deb,1,myiasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/Y/yaws/yaws6.jpg,httpwwwdermaamincomsiteimagesclinicalpicYyawsyaws6jpg.jpg,f0df972af7222e836e6403106ac57deb.jpg,my_f1_16_f0df972a.jpg
scab_339/scab_f5_255_c8cf3a08.jpg,scab_f5_255_c8cf3a08,scab,5,train,c8cf3a0806c72709f1e7310fa817c34a,5,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6565,httpwwwatlasdermatologicocombrimgimageId6565.jpg,c8cf3a0806c72709f1e7310fa817c34a.jpg,scab_f5_255_c8cf3a08.jpg
defi_79/defi_f2_63_375d4424.jpg,defi_f2_63_375d4424,defi,2,train,375d442424a9d97c9eb00d4717602897,2,dermatofibroma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma27.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma27jpg.jpg,375d442424a9d97c9eb00d4717602897.jpg,defi_f2_63_375d4424.jpg
ec_204/ec_f4_193_710d0b48.jpg,ec_f4_193_710d0b48,ec,4,train,710d0b48cace28b80039fe39fe6a793e,4,eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_cracquele/eczema_cracquele1.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemacracqueleeczemacracquele1jpg.jpg,710d0b48cace28b80039fe39fe6a793e.jpg,ec_f4_193_710d0b48.jpg
li-pl_491/li-pl_f2_237_85db83be.jpg,li-pl_f2_237_85db83be,li-pl,2,train,85db83be163923eb35c349440291c89f,2,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus98.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanuslichenplanus98jpg.jpg,85db83be163923eb35c349440291c89f.jpg,li-pl_f2_237_85db83be.jpg
ha-ne_82/ha-ne_f5_38_a11c754f.jpg,ha-ne_f5_38_a11c754f,ha-ne,5,train,a11c754f8e19c7a770d73878f86766b8,5,halo nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/o/ota-nevus/ota-nevus8.jpg,httpwwwdermaamincomsiteimagesclinicalpicootanevusotanevus8jpg.jpg,a11c754f8e19c7a770d73878f86766b8.jpg,ha-ne_f5_38_a11c754f.jpg
